a,b,theta,E,E_p,E_t,machine_type,status,file_name
6.2,8.3,60.5,-39.14655874017626,-4.764884233241901,-7.404197568423115,1,Done,BTBT_theta=60.5_a=6.2_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,8.4,60.5,-37.91272347792983,-4.566616173600778,-7.194872782682069,1,Done,BTBT_theta=60.5_a=6.3_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,8.3,58.5,-40.16500747017562,-5.192569948732853,-7.444966893177479,2,Done,BTBT_theta=58.5_a=6.0_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.0,4.0,61.0,-30.15172999864444,-10.695907949935645,-2.189978524693288,2,Done,BTBT_theta=61.0_a=13.0_b=4.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.3,59.5,-39.75737697305158,-4.977045364212245,-7.450821561156772,1,Done,BTBT_theta=59.5_a=6.1_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
5.9,8.1,59.0,-40.45024841558188,-5.292582492809743,-7.466270857490599,2,Done,BTBT_theta=59.0_a=5.9_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.1,3.9,60.5,-29.56348957447335,-10.450608016224578,-2.165568385506049,1,Done,BTBT_theta=60.5_a=13.1_b=3.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,8.4,60.5,-38.52745737321675,-4.764884233241901,-7.249422226683237,1,Done,BTBT_theta=60.5_a=6.2_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
5.8,8.2,58.5,-40.28141057584435,-5.42536988388747,-7.357667702017352,2,Done,BTBT_theta=58.5_a=5.8_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
12.9,3.9,61.0,-29.438640183769166,-10.580088429152966,-2.069615831365809,2,Done,BTBT_theta=61.0_a=12.9_b=3.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,8.3,59.5,-39.27898845076561,-4.776731621939689,-7.431381301721558,1,Done,BTBT_theta=59.5_a=6.2_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,8.1,59.0,-40.51566005777568,-5.16853631590493,-7.544646856491454,2,Done,BTBT_theta=59.0_a=6.0_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,8.5,60.5,-37.83684496814385,-4.764884233241901,-7.076769125415012,1,Done,BTBT_theta=60.5_a=6.2_b=8.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.1,4.0,60.5,-30.148956404067576,-10.63182035391219,-2.221328924060799,1,Done,BTBT_theta=60.5_a=13.1_b=4.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
5.9,8.2,58.5,-40.45974891586229,-5.344245390733704,-7.442814533598721,2,Done,BTBT_theta=58.5_a=5.9_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
12.9,4.0,61.0,-30.024646672885865,-10.695907949935645,-2.158207693253644,2,Done,BTBT_theta=61.0_a=12.9_b=4.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
5.9,8.0,59.0,-40.22248738678172,-5.292582492809743,-7.409330600290559,2,Done,BTBT_theta=59.0_a=5.9_b=8.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
5.9,8.2,59.5,-40.42547432053834,-5.227296351920813,-7.492720404174179,1,Done,BTBT_theta=59.5_a=5.9_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,8.3,60.5,-38.57351660821587,-4.566616173600778,-7.360071065253578,1,Done,BTBT_theta=60.5_a=6.3_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.1,4.1,60.5,-30.032590948976576,-10.4775658454746,-2.269364814506844,1,Done,BTBT_theta=60.5_a=13.1_b=4.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,8.2,58.5,-40.38739701313898,-5.192569948732853,-7.5005642789183185,2,Done,BTBT_theta=58.5_a=6.0_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
12.9,4.1,61.0,-29.932729007676244,-10.493887380696831,-2.2362385615706444,2,Done,BTBT_theta=61.0_a=12.9_b=4.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,8.0,59.0,-40.42680464172736,-5.16853631590493,-7.522433002479374,2,Done,BTBT_theta=59.0_a=6.0_b=8.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
5.9,8.3,59.5,-40.20280867116526,-5.227296351920813,-7.437053991830908,1,Done,BTBT_theta=59.5_a=5.9_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,8.5,60.5,-37.18656890466809,-4.566616173600778,-7.013334139366634,1,Done,BTBT_theta=60.5_a=6.3_b=8.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
5.8,8.1,58.5,-40.07101902225986,-5.42536988388747,-7.30506981362123,2,Done,BTBT_theta=58.5_a=5.8_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.0,3.9,61.0,-29.62764619570225,-10.580088429152966,-2.116867334349081,2,Done,BTBT_theta=61.0_a=13.0_b=3.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.2,3.9,60.5,-29.59576868964359,-10.450608016224578,-2.173638164298609,1,Done,BTBT_theta=60.5_a=13.2_b=3.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.0,59.0,-40.3996711098589,-4.988767251139507,-7.605534151894972,2,Done,BTBT_theta=59.0_a=6.1_b=8.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
5.9,8.4,59.5,-39.84236692776904,-5.227296351920813,-7.346943555981852,1,Done,BTBT_theta=59.5_a=5.9_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
5.9,8.1,58.5,-40.38773586880416,-5.344245390733704,-7.424811271834187,2,Done,BTBT_theta=58.5_a=5.9_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.0,4.1,61.0,-30.00321093155071,-10.493887380696831,-2.2538590425392613,2,Done,BTBT_theta=61.0_a=13.0_b=4.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,8.3,60.5,-37.90184245305136,-4.343266539275646,-7.303827343625016,1,Done,BTBT_theta=60.5_a=6.4_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.2,4.0,60.5,-30.137184316292405,-10.63182035391219,-2.2183859021170065,1,Done,BTBT_theta=60.5_a=13.2_b=4.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.1,59.0,-40.36455564945936,-4.988767251139507,-7.596755286795087,2,Done,BTBT_theta=59.0_a=6.1_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.1,3.9,61.0,-29.74481486296281,-10.580088429152966,-2.1461595011642203,2,Done,BTBT_theta=61.0_a=13.1_b=3.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,8.1,58.5,-40.444575724657625,-5.192569948732853,-7.51485895679798,2,Done,BTBT_theta=58.5_a=6.0_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,8.2,59.5,-40.39150092937052,-5.1334396817255765,-7.531155391479842,1,Done,BTBT_theta=59.5_a=6.0_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,8.4,60.5,-37.20337362308055,-4.343266539275646,-7.129210136132315,1,Done,BTBT_theta=60.5_a=6.4_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,8.2,61.0,-39.59766312828288,-4.745920880930498,-7.52645534160547,2,Done,BTBT_theta=61.0_a=6.2_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,8.3,61.0,-38.48730928450823,-4.565618432825431,-7.339018104714341,1,Done,BTBT_theta=61.0_a=6.3_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.2,4.1,60.5,-29.980532719753683,-10.4775658454746,-2.2563502572011203,2,Done,BTBT_theta=60.5_a=13.2_b=4.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.1,4.0,61.0,-30.21520890900865,-10.695907949935645,-2.205848252284341,2,Done,BTBT_theta=61.0_a=13.1_b=4.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.0,4.0,61.5,-30.15749053983017,-10.745073358528316,-2.1668359556933865,1,Done,BTBT_theta=61.5_a=13.0_b=4.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.2,59.5,-40.14896831382066,-4.977045364212245,-7.548719396349043,1,Done,BTBT_theta=59.5_a=6.1_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,8.5,60.5,-36.45134053938091,-4.343266539275646,-6.941201865207404,2,Done,BTBT_theta=60.5_a=6.4_b=8.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,8.3,61.0,-39.040911155287176,-4.745920880930498,-7.387267348356545,1,Done,BTBT_theta=61.0_a=6.2_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
12.9,3.9,61.5,-29.515648211352527,-10.68926261900924,-2.034280743333511,2,Done,BTBT_theta=61.5_a=12.9_b=3.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,8.3,61.5,-38.378674753475934,-4.557046646019444,-7.316145365359262,2,Done,BTBT_theta=61.5_a=6.3_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.1,4.1,61.0,-30.017769162077457,-10.493887380696831,-2.257498600170948,1,Done,BTBT_theta=61.0_a=13.1_b=4.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.2,60.5,-40.04866711515933,-4.9240207695402205,-7.550156394019723,2,Done,BTBT_theta=60.5_a=6.1_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
5.8,8.1,59.5,-40.1052434174344,-5.2332451469264925,-7.409688280895352,1,Done,BTBT_theta=59.5_a=5.8_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,8.4,61.0,-38.39620738243684,-4.745920880930498,-7.226091405143961,1,Done,BTBT_theta=61.0_a=6.2_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,8.2,61.5,-39.49281875649467,-4.71736917598173,-7.514520101132803,2,Done,BTBT_theta=61.5_a=6.2_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
12.9,4.0,61.5,-30.00349958613515,-10.745073358528316,-2.128338217269629,2,Done,BTBT_theta=61.5_a=12.9_b=4.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.3,60.5,-39.58511292887852,-4.9240207695402205,-7.434267847449519,2,Done,BTBT_theta=60.5_a=6.1_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.2,3.9,61.0,-29.79938313225284,-10.580088429152966,-2.159801568486728,1,Done,BTBT_theta=61.0_a=13.2_b=3.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
5.8,8.2,59.5,-40.18574039964005,-5.2332451469264925,-7.429812526446767,1,Done,BTBT_theta=59.5_a=5.8_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,8.3,61.5,-38.9076531319879,-4.71736917598173,-7.36822869500611,2,Done,BTBT_theta=61.5_a=6.2_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
12.9,4.1,61.5,-29.844450901728123,-10.499472219729796,-2.211376615567133,2,Done,BTBT_theta=61.5_a=12.9_b=4.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,8.2,61.0,-39.09493976738304,-4.565618432825431,-7.490925725433044,1,Done,BTBT_theta=61.0_a=6.3_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.4,60.5,-39.0163629646413,-4.9240207695402205,-7.292080356390215,2,Done,BTBT_theta=60.5_a=6.1_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.2,4.0,61.0,-30.223542243242264,-10.695907949935645,-2.2079315858427435,1,Done,BTBT_theta=61.0_a=13.2_b=4.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
5.8,8.3,59.5,-40.07549944333732,-5.2332451469264925,-7.402252287371084,1,Done,BTBT_theta=59.5_a=5.8_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,8.4,61.5,-38.23847646871582,-4.71736917598173,-7.200934529188089,2,Done,BTBT_theta=61.5_a=6.2_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.0,3.9,61.5,-29.73452369915321,-10.68926261900924,-2.088999615283683,2,Done,BTBT_theta=61.5_a=13.0_b=3.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,8.4,61.0,-37.80442780209705,-4.565618432825431,-7.168297734111548,1,Done,BTBT_theta=61.0_a=6.3_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,8.2,60.5,-39.6738177430816,-4.764884233241901,-7.5360123191494495,2,Done,BTBT_theta=60.5_a=6.2_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.2,4.1,61.0,-29.983833422884345,-10.493887380696831,-2.2490146653726697,1,Done,BTBT_theta=61.0_a=13.2_b=4.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,8.2,61.5,-39.011305233929306,-4.557046646019444,-7.474302985472605,2,Done,BTBT_theta=61.5_a=6.3_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.0,4.1,61.5,-29.93915471015498,-10.499472219729796,-2.235052567673847,2,Done,BTBT_theta=61.5_a=13.0_b=4.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
5.9,8.1,59.5,-40.468069698661566,-5.227296351920813,-7.503369248704985,1,Done,BTBT_theta=59.5_a=5.9_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,8.2,61.0,-38.47649101121351,-4.355339831672609,-7.441452836967073,1,Done,BTBT_theta=61.0_a=6.4_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,8.2,60.5,-39.15506777586416,-4.566616173600778,-7.5054588571656495,2,Done,BTBT_theta=60.5_a=6.3_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.3,3.9,61.0,-29.79991024080664,-10.580088429152966,-2.159933345625177,1,Done,BTBT_theta=61.0_a=13.3_b=3.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,8.4,61.5,-37.67453323071823,-4.557046646019444,-7.140109984669834,2,Done,BTBT_theta=61.5_a=6.3_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.1,3.9,61.5,-29.878022686112672,-10.68926261900924,-2.124874362023548,2,Done,BTBT_theta=61.5_a=13.1_b=3.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,8.1,59.5,-40.54938244493678,-5.1334396817255765,-7.570625770371407,1,Done,BTBT_theta=59.5_a=6.0_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,8.1,60.5,-40.49913144297898,-5.026926134014502,-7.611319793737493,2,Done,BTBT_theta=60.5_a=6.0_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,8.3,61.0,-37.82822298072279,-4.355339831672609,-7.279385829344392,1,Done,BTBT_theta=61.0_a=6.4_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,8.2,61.5,-38.40659894794226,-4.36149570485577,-7.420901884557679,2,Done,BTBT_theta=61.5_a=6.4_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.1,4.0,61.5,-30.24471443006769,-10.745073358528316,-2.188641928252764,2,Done,BTBT_theta=61.5_a=13.1_b=4.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.3,4.0,61.0,-30.18415971519425,-10.695907949935645,-2.1980859538307413,1,Done,BTBT_theta=61.0_a=13.3_b=4.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,8.2,60.5,-40.24604411050677,-5.026926134014502,-7.548047960619442,2,Done,BTBT_theta=60.5_a=6.0_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
5.9,8.0,59.5,-40.304942198097706,-5.227296351920813,-7.46258737356402,1,Done,BTBT_theta=59.5_a=5.9_b=8.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,8.4,61.0,-37.11128025595099,-4.355339831672609,-7.100150148151442,1,Done,BTBT_theta=61.0_a=6.4_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,8.3,61.5,-37.73644336825237,-4.36149570485577,-7.253362989635207,2,Done,BTBT_theta=61.5_a=6.4_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.1,4.1,61.5,-29.97502318257466,-10.499472219729796,-2.244019685778767,2,Done,BTBT_theta=61.5_a=13.1_b=4.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.3,4.1,61.0,-29.90780431078747,-10.493887380696831,-2.2300073873484507,1,Done,BTBT_theta=61.0_a=13.3_b=4.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,8.3,60.5,-39.84998489962891,-5.026926134014502,-7.449033157899976,2,Done,BTBT_theta=60.5_a=6.0_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,8.0,59.5,-40.51727903448045,-5.1334396817255765,-7.562599917757325,1,Done,BTBT_theta=59.5_a=6.0_b=8.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,8.4,61.5,-37.00177976023406,-4.36149570485577,-7.0696970876306295,2,Done,BTBT_theta=61.5_a=6.4_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.1,61.0,-40.3309085634537,-4.881318713771179,-7.642067783977836,1,Done,BTBT_theta=61.0_a=6.1_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.2,3.9,61.5,-29.955683324486017,-10.68926261900924,-2.144289521616884,2,Done,BTBT_theta=61.5_a=13.2_b=3.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.0,3.9,62.0,-29.79542981972918,-10.779542482690886,-2.059086213586852,1,Done,BTBT_theta=62.0_a=13.0_b=3.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.1,4.0,62.0,-30.23966925032437,-10.780439822236076,-2.169697401463054,2,Done,BTBT_theta=62.0_a=13.1_b=4.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.1,60.5,-40.39033376099542,-4.9240207695402205,-7.635573055478744,2,Done,BTBT_theta=60.5_a=6.1_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.2,4.0,61.5,-30.273805793374777,-10.745073358528316,-2.195914769079536,2,Done,BTBT_theta=61.5_a=13.2_b=4.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.0,59.5,-40.491337770130485,-4.977045364212245,-7.634311760426499,1,Done,BTBT_theta=59.5_a=6.1_b=8.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.2,61.0,-39.949106379877776,-4.881318713771179,-7.546617238083854,1,Done,BTBT_theta=61.0_a=6.1_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.1,61.5,-40.23570274654776,-4.82688849628903,-7.645481438492425,2,Done,BTBT_theta=61.5_a=6.1_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.0,4.0,62.0,-30.128047769889235,-10.780439822236076,-2.141792031354271,1,Done,BTBT_theta=62.0_a=13.0_b=4.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,8.1,60.5,-40.08533879974857,-4.764884233241901,-7.638892583316192,2,Done,BTBT_theta=60.5_a=6.2_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.2,4.1,61.5,-29.959787238854915,-10.499472219729796,-2.2402106998488307,2,Done,BTBT_theta=61.5_a=13.2_b=4.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.1,59.5,-40.4060466112569,-4.977045364212245,-7.612988970708102,1,Done,BTBT_theta=59.5_a=6.1_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.3,61.0,-39.4513403470628,-4.881318713771179,-7.422175729880109,1,Done,BTBT_theta=61.0_a=6.1_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.2,61.5,-39.81522084539756,-4.82688849628903,-7.540360963204876,2,Done,BTBT_theta=61.5_a=6.1_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.0,4.1,62.0,-29.8481406592764,-10.495129850460216,-2.214470239588991,1,Done,BTBT_theta=62.0_a=13.0_b=4.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
5.9,8.0,60.5,-40.32419420732185,-5.051982608623803,-7.555057247518562,2,Done,BTBT_theta=60.5_a=5.9_b=8.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.3,3.9,61.5,-29.9762907512486,-10.68926261900924,-2.149441378307529,2,Done,BTBT_theta=61.5_a=13.3_b=3.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,8.1,62.0,-39.47001504525542,-4.540254478575662,-7.597376522026025,1,Done,BTBT_theta=62.0_a=6.3_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,8.2,62.0,-38.31690266774967,-4.361225875327364,-7.398612729273736,2,Done,BTBT_theta=62.0_a=6.4_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,8.1,61.0,-40.04465105198324,-4.745920880930498,-7.63820232253056,1,Done,BTBT_theta=61.0_a=6.2_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.3,61.5,-39.284397585783154,-4.82688849628903,-7.407655148301274,1,Done,BTBT_theta=61.5_a=6.1_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
5.9,8.1,60.5,-40.36279862094671,-5.051982608623803,-7.564708350924775,2,Done,BTBT_theta=60.5_a=5.9_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.3,4.0,61.5,-30.252595954574645,-10.745073358528316,-2.190612309379503,2,Done,BTBT_theta=61.5_a=13.3_b=4.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.1,3.9,62.0,-29.965987037401646,-10.779542482690886,-2.1017255180049688,2,Done,BTBT_theta=62.0_a=13.1_b=3.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,8.2,62.0,-38.9032229129225,-4.540254478575662,-7.455678488942794,1,Done,BTBT_theta=62.0_a=6.3_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,8.1,61.0,-39.60432728473097,-4.565618432825431,-7.618272604770027,1,Done,BTBT_theta=61.0_a=6.3_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
5.9,8.2,60.5,-40.2121460204944,-5.051982608623803,-7.527045200811699,2,Done,BTBT_theta=60.5_a=5.9_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,8.1,61.5,-39.97411892749369,-4.71736917598173,-7.634845143882558,1,Done,BTBT_theta=61.5_a=6.2_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.3,4.1,61.5,-29.900173788890243,-10.499472219729796,-2.2253073373576626,2,Done,BTBT_theta=61.5_a=13.3_b=4.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.1,4.1,62.0,-29.90594688151032,-10.495129850460216,-2.228921795147471,2,Done,BTBT_theta=62.0_a=13.1_b=4.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,8.3,62.0,-38.2466717492789,-4.540254478575662,-7.291540698031895,1,Done,BTBT_theta=62.0_a=6.3_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,8.0,61.0,-40.54175192350522,-4.953871420118958,-7.658502270816825,1,Done,BTBT_theta=61.0_a=6.0_b=8.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,8.0,60.5,-40.57616457249969,-5.026926134014502,-7.630578076117672,2,Done,BTBT_theta=60.5_a=6.0_b=8.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,8.1,61.5,-39.54988451721147,-4.557046646019444,-7.608947806293145,2,Done,BTBT_theta=61.5_a=6.3_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.2,3.9,62.0,-30.067417753860354,-10.779542482690886,-2.1270831971196458,2,Done,BTBT_theta=62.0_a=13.2_b=3.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.0,60.5,-40.57228656020016,-4.9240207695402205,-7.681061255279928,2,Done,BTBT_theta=60.5_a=6.1_b=8.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,8.1,62.0,-38.93050704617053,-4.361225875327364,-7.552013823878951,1,Done,BTBT_theta=62.0_a=6.4_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,8.0,61.5,-40.46284881653264,-4.866415351396427,-7.682504528434947,2,Done,BTBT_theta=61.5_a=6.0_b=8.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,8.1,61.0,-40.4123593615368,-4.953871420118958,-7.626154130324721,1,Done,BTBT_theta=61.0_a=6.0_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.2,4.0,62.0,-30.290171255357563,-10.780439822236076,-2.182322902721353,2,Done,BTBT_theta=62.0_a=13.2_b=4.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
5.9,7.9,60.5,-40.05925948545337,-5.051982608623803,-7.48882356705144,2,Done,BTBT_theta=60.5_a=5.9_b=7.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,8.1,61.5,-40.28257774328813,-4.866415351396427,-7.637436760123819,2,Done,BTBT_theta=61.5_a=6.0_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,8.3,62.0,-37.62568785296753,-4.361225875327364,-7.225809025578201,1,Done,BTBT_theta=62.0_a=6.4_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,8.2,61.0,-40.11396580655128,-4.953871420118958,-7.55155574157834,1,Done,BTBT_theta=61.0_a=6.0_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.2,4.1,62.0,-29.909988045226783,-10.495129850460216,-2.2299320860765874,2,Done,BTBT_theta=62.0_a=13.2_b=4.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,7.9,60.5,-40.44762542285025,-5.026926134014502,-7.598443288705312,2,Done,BTBT_theta=60.5_a=6.0_b=7.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,8.2,61.5,-39.94045929145068,-4.866415351396427,-7.551907147164456,2,Done,BTBT_theta=61.5_a=6.0_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,8.1,62.0,-38.28446040069685,-4.155095115769655,-7.493567542289384,1,Done,BTBT_theta=62.0_a=6.5_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.0,61.0,-40.559121400117874,-4.881318713771179,-7.699120993143879,1,Done,BTBT_theta=61.0_a=6.1_b=8.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
13.3,3.9,62.0,-30.108808314427733,-10.779542482690886,-2.1374308372614905,2,Done,BTBT_theta=62.0_a=13.3_b=3.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,7.9,60.5,-40.5666138692759,-4.9240207695402205,-7.679643082548864,2,Done,BTBT_theta=60.5_a=6.1_b=7.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,8.0,61.5,-40.50861939555034,-4.82688849628903,-7.71371060074307,2,Done,BTBT_theta=61.5_a=6.1_b=8.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,8.2,62.0,-37.63348152814433,-4.155095115769655,-7.330822824151255,1,Done,BTBT_theta=62.0_a=6.5_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
