a,b,theta,E,E_p,E_t,machine_type,status,file_name
6.5,9.2,26.0,-27.513088099192828,-1.0990900401957333,-6.32872700470034,1,Done,BTBT_theta=26.0_a=6.5_b=9.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.3,26.0,-39.49781373748556,-4.379605643218383,-7.684650612762198,1,Done,BTBT_theta=26.0_a=7.6_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.6,26.5,-34.56251033907756,-10.704548762878405,-3.288353203330189,2,Done,BTBT_theta=26.5_a=3.8_b=12.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,8.9,25.5,-28.18127329647541,-1.0782755333930254,-6.50618055742234,1,Done,BTBT_theta=25.5_a=6.5_b=8.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,9.5,26.5,-27.35013630194589,-1.512305375188589,-6.081381387892179,2,Done,BTBT_theta=26.5_a=6.2_b=9.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.0,6.4,26.5,-38.67375505529344,-4.316647564992309,-7.510114981327206,2,Done,BTBT_theta=26.5_a=8.0_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,8.9,26.0,-27.9823400778696,-1.3418234584387392,-6.324673290248029,1,Done,BTBT_theta=26.0_a=6.3_b=8.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.7,26.5,-34.407967175822705,-10.704548762878405,-3.2497174125164747,2,Done,BTBT_theta=26.5_a=3.8_b=12.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.4,26.0,-39.42695530783385,-4.28545404295437,-7.714011805481277,1,Done,BTBT_theta=26.0_a=7.6_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,9.7,26.5,-26.81183312414214,-1.512305375188589,-5.9468055934412405,2,Done,BTBT_theta=26.5_a=6.2_b=9.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,8.8,25.5,-28.18670753482729,-1.1911834080237895,-6.451085179694928,1,Done,BTBT_theta=25.5_a=6.4_b=8.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.0,6.6,26.5,-37.51120492769405,-3.966158129507676,-7.394722167169675,2,Done,BTBT_theta=26.5_a=8.0_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.5,26.5,-35.377507775556296,-10.950187552021816,-3.369283167878166,2,Done,BTBT_theta=26.5_a=3.9_b=12.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,8.9,26.0,-28.21110512176529,-1.2138867194298657,-6.445832920726389,1,Done,BTBT_theta=26.0_a=6.4_b=8.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,9.5,27.0,-27.54422514513135,-1.7042293085251004,-6.033941632020287,1,Done,BTBT_theta=27.0_a=6.1_b=9.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,9.6,27.0,-27.199722154531628,-1.5407504034228623,-6.029555336921476,2,Done,BTBT_theta=27.0_a=6.2_b=9.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,9.5,26.5,-27.16237275861204,-1.367319189477712,-6.106933594914153,2,Done,BTBT_theta=26.5_a=6.3_b=9.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,8.8,25.5,-28.34788975212723,-1.0782755333930254,-6.547834671335295,1,Done,BTBT_theta=25.5_a=6.5_b=8.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,6.4,26.5,-38.13341874303296,-4.316647564992309,-7.375030903262086,2,Done,BTBT_theta=26.5_a=8.1_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,8.9,26.0,-28.268986644689,-1.0990900401957333,-6.517701641074382,1,Done,BTBT_theta=26.0_a=6.5_b=8.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.7,26.5,-35.028737717773765,-10.950187552021816,-3.282090653432533,1,Done,BTBT_theta=26.5_a=3.9_b=12.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,9.6,27.0,-27.371584593318403,-1.7042293085251004,-5.9907814940670505,2,Done,BTBT_theta=27.0_a=6.1_b=9.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,9.6,26.5,-26.84696113318205,-1.367319189477712,-6.028080688556656,2,Done,BTBT_theta=26.5_a=6.3_b=9.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,6.5,26.5,-37.56163163250312,-4.155942254001275,-7.312436781125143,2,Done,BTBT_theta=26.5_a=8.1_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,8.8,25.5,-28.343371680006385,-0.9769201180897652,-6.597382860956714,1,Done,BTBT_theta=25.5_a=6.6_b=8.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,8.8,26.0,-28.27932800911367,-1.2138867194298657,-6.462888642563485,1,Done,BTBT_theta=26.0_a=6.4_b=8.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,9.7,27.0,-27.14748822245747,-1.7042293085251004,-5.934757401351817,2,Done,BTBT_theta=27.0_a=6.1_b=9.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,9.7,26.5,-26.49766396684572,-1.367319189477712,-5.940756396972574,2,Done,BTBT_theta=26.5_a=6.3_b=9.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,12.5,26.5,-35.28177485102788,-10.814093183493242,-3.413397121010348,1,Done,BTBT_theta=26.5_a=4.0_b=12.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,6.6,26.5,-36.89591882331297,-3.966158129507676,-7.240900641074404,2,Done,BTBT_theta=26.5_a=8.1_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,8.9,25.5,-28.096760250162333,-0.9769201180897652,-6.535730003495701,1,Done,BTBT_theta=25.5_a=6.6_b=8.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,8.8,26.0,-28.43535209586844,-1.0990900401957333,-6.559293003869243,1,Done,BTBT_theta=26.0_a=6.5_b=8.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,9.5,27.0,-27.45316089410335,-1.5407504034228623,-6.092915021814406,2,Done,BTBT_theta=27.0_a=6.2_b=9.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,9.4,26.5,-27.380959592293948,-1.8524659955874083,-5.919006900279783,2,Done,BTBT_theta=26.5_a=6.0_b=9.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,12.6,26.5,-35.085765826981515,-10.814093183493242,-3.364394864998758,1,Done,BTBT_theta=26.5_a=4.0_b=12.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,6.3,26.5,-39.65309736179188,-4.434857899090275,-7.695845390902832,2,Done,BTBT_theta=26.5_a=7.8_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,9.0,25.5,-27.813527336344123,-0.9769201180897652,-6.464921775041148,1,Done,BTBT_theta=25.5_a=6.6_b=9.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,8.8,26.0,-28.426893261261284,-0.9960152476560324,-6.608715691487305,1,Done,BTBT_theta=26.0_a=6.6_b=8.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,9.7,27.0,-26.90393904130906,-1.5407504034228623,-5.9556095586158335,2,Done,BTBT_theta=27.0_a=6.2_b=9.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,9.5,26.5,-27.377571038436145,-1.8524659955874083,-5.918159761815332,2,Done,BTBT_theta=26.5_a=6.0_b=9.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,6.4,26.5,-39.38221384491772,-4.316647564992309,-7.687229678733274,2,Done,BTBT_theta=26.5_a=7.8_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,12.7,26.5,-34.85634817136452,-10.814093183493242,-3.307040451094508,1,Done,BTBT_theta=26.5_a=4.0_b=12.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,9.5,27.0,-27.25349976215512,-1.3935679330024868,-6.116590974037536,2,Done,BTBT_theta=27.0_a=6.3_b=9.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,8.9,26.0,-28.179754723329097,-0.9960152476560324,-6.546931057004258,1,Done,BTBT_theta=26.0_a=6.6_b=8.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,8.7,25.5,-28.196722594555467,-1.1911834080237895,-6.453588944626972,1,Done,BTBT_theta=25.5_a=6.4_b=8.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,9.6,26.5,-27.30691341217608,-1.8524659955874083,-5.900495355250314,2,Done,BTBT_theta=26.5_a=6.0_b=9.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,6.5,26.5,-38.96321286773309,-4.155942254001275,-7.662832089932635,2,Done,BTBT_theta=26.5_a=7.8_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.4,26.5,-34.72982960520312,-10.704548762878405,-3.330183019861579,1,Done,BTBT_theta=26.5_a=3.8_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,9.6,27.0,-26.933042956050485,-1.3935679330024868,-6.036476772511378,2,Done,BTBT_theta=27.0_a=6.3_b=9.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,9.0,26.0,-27.895116187632084,-0.9960152476560324,-6.475771423080005,1,Done,BTBT_theta=26.0_a=6.6_b=9.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,9.4,26.5,-27.537448037415743,-1.6733809169381857,-6.047671550884843,2,Done,BTBT_theta=26.5_a=6.1_b=9.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,8.7,25.5,-28.46699115028605,-1.0782755333930254,-6.577610020875,1,Done,BTBT_theta=25.5_a=6.5_b=8.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,6.3,26.5,-39.44135038880631,-4.434857899090275,-7.642908647656441,2,Done,BTBT_theta=26.5_a=7.9_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,9.7,27.0,-26.5784496050328,-1.3935679330024868,-5.947828434756957,2,Done,BTBT_theta=27.0_a=6.3_b=9.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.4,26.5,-35.48697062022984,-10.950187552021816,-3.396648879046552,1,Done,BTBT_theta=26.5_a=3.9_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,9.4,26.5,-27.55129090789705,-1.512305375188589,-6.131670039379969,2,Done,BTBT_theta=26.5_a=6.2_b=9.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,8.7,26.0,-28.286582024302334,-1.2138867194298657,-6.464702146360651,1,Done,BTBT_theta=26.0_a=6.4_b=8.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,8.7,25.5,-28.551027288660407,-0.9769201180897652,-6.649296763120219,1,Done,BTBT_theta=25.5_a=6.6_b=8.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.0,6.3,26.5,-39.07330322219059,-4.434857899090275,-7.55089685600251,2,Done,BTBT_theta=26.5_a=8.0_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,9.4,27.0,-27.52090687258169,-1.886207208270207,-5.937123114010319,2,Done,BTBT_theta=27.0_a=6.0_b=9.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,9.3,26.5,-27.585766307078305,-1.6733809169381857,-6.059751118300483,2,Done,BTBT_theta=26.5_a=6.1_b=9.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,8.7,26.0,-28.552872168365862,-1.0990900401957333,-6.5886730219936,1,Done,BTBT_theta=26.0_a=6.5_b=8.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,12.4,26.5,-35.438451546709985,-10.814093183493242,-3.452566294930876,1,Done,BTBT_theta=26.5_a=4.0_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,6.2,26.5,-39.66719123627991,-4.49502983270213,-7.669282892718911,2,Done,BTBT_theta=26.5_a=7.7_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,8.6,25.5,-28.532729098107662,-1.0782755333930254,-6.594044507830404,1,Done,BTBT_theta=25.5_a=6.5_b=8.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,9.5,27.0,-27.51214683381841,-1.886207208270207,-5.934933104319498,2,Done,BTBT_theta=27.0_a=6.0_b=9.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,9.3,26.5,-27.700311981141567,-1.512305375188589,-6.168925307691097,2,Done,BTBT_theta=26.5_a=6.2_b=9.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,8.7,26.0,-28.634021763224155,-0.9960152476560324,-6.660497816978023,1,Done,BTBT_theta=26.0_a=6.6_b=8.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,6.3,26.5,-39.6762148309499,-4.434857899090275,-7.701624758192338,2,Done,BTBT_theta=26.5_a=7.7_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.3,26.5,-34.72864988679066,-10.704548762878405,-3.329888090258464,1,Done,BTBT_theta=26.5_a=3.8_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,8.6,25.5,-28.716464024968445,-0.9769201180897652,-6.690655947197229,1,Done,BTBT_theta=25.5_a=6.6_b=8.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,9.6,27.0,-27.43544001085684,-1.886207208270207,-5.915756398579106,2,Done,BTBT_theta=27.0_a=6.0_b=9.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,9.3,26.5,-27.673191000707448,-1.367319189477712,-6.234638155438006,2,Done,BTBT_theta=26.5_a=6.3_b=9.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,8.6,26.0,-28.615447466727343,-1.0990900401957333,-6.60431684658397,1,Done,BTBT_theta=26.0_a=6.5_b=8.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,6.4,26.5,-39.49232929944992,-4.316647564992309,-7.714758542366326,2,Done,BTBT_theta=26.5_a=7.7_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.3,26.5,-35.54429993452504,-10.950187552021816,-3.4109812076203525,1,Done,BTBT_theta=26.5_a=3.9_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,8.6,25.5,-28.72326623462141,-0.8861570719163865,-6.737738022697158,1,Done,BTBT_theta=25.5_a=6.7_b=8.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,9.4,27.0,-27.659737185575068,-1.7042293085251004,-6.062819642131217,2,Done,BTBT_theta=27.0_a=6.1_b=9.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,9.4,26.5,-27.439330572262406,-1.367319189477712,-6.176173048326746,2,Done,BTBT_theta=26.5_a=6.3_b=9.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,6.2,26.5,-39.74091111123562,-4.49502983270213,-7.68771286145784,2,Done,BTBT_theta=26.5_a=7.8_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,8.6,26.0,-28.79757596971467,-0.9960152476560324,-6.701386368600652,1,Done,BTBT_theta=26.0_a=6.6_b=8.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,9.4,27.0,-27.659134775865823,-1.5407504034228623,-6.144408492255025,2,Done,BTBT_theta=27.0_a=6.2_b=9.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,12.3,26.5,-35.54957101866603,-10.814093183493242,-3.4803461629198864,1,Done,BTBT_theta=26.5_a=4.0_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,8.7,25.5,-28.4777843230404,-0.8861570719163865,-6.676367544801906,1,Done,BTBT_theta=25.5_a=6.7_b=8.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,9.2,26.5,-27.56623819610104,-1.6733809169381857,-6.054869090556167,2,Done,BTBT_theta=26.5_a=6.1_b=9.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,6.2,26.5,-39.60903360880911,-4.49502983270213,-7.654743485851213,2,Done,BTBT_theta=26.5_a=7.9_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,8.6,26.0,-28.803411810658872,-0.9036771508399396,-6.749014377244748,1,Done,BTBT_theta=26.0_a=6.7_b=8.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.0,9.3,27.0,-27.455093623604625,-1.886207208270207,-5.920669801766053,2,Done,BTBT_theta=27.0_a=6.0_b=9.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,9.2,26.5,-27.79233004944399,-1.512305375188589,-6.191929824766703,2,Done,BTBT_theta=26.5_a=6.2_b=9.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,8.8,25.5,-28.19778935983777,-0.8861570719163865,-6.606368804001249,1,Done,BTBT_theta=25.5_a=6.7_b=8.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.2,26.5,-35.54241740331054,-10.950187552021816,-3.410510574816726,1,Done,BTBT_theta=26.5_a=3.9_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,6.1,26.5,-39.420077798422426,-4.476995195494965,-7.616521851858124,2,Done,BTBT_theta=26.5_a=7.7_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,8.7,26.0,-28.558632710017264,-0.9036771508399396,-6.687819602084346,1,Done,BTBT_theta=26.0_a=6.7_b=8.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,9.3,27.0,-27.71242292411625,-1.7042293085251004,-6.075991076766513,2,Done,BTBT_theta=27.0_a=6.1_b=9.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,9.2,26.5,-27.859385767020285,-1.367319189477712,-6.281186847016215,2,Done,BTBT_theta=26.5_a=6.3_b=9.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,8.5,25.5,-28.83421000139788,-0.9769201180897652,-6.720092441304587,1,Done,BTBT_theta=25.5_a=6.6_b=8.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,12.2,26.5,-35.60838125506416,-10.814093183493242,-3.495048722019419,1,Done,BTBT_theta=26.5_a=4.0_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,6.1,26.5,-39.597763530910015,-4.476995195494965,-7.660943284980021,2,Done,BTBT_theta=26.5_a=7.8_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,8.8,26.0,-28.27836164366454,-0.9036771508399396,-6.617751835496165,1,Done,BTBT_theta=26.0_a=6.7_b=8.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,9.3,27.0,-27.81244801916182,-1.5407504034228623,-6.182736803079024,2,Done,BTBT_theta=27.0_a=6.2_b=9.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,9.1,26.5,-27.822249725926667,-1.512305375188589,-6.199409743887372,2,Done,BTBT_theta=26.5_a=6.2_b=9.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,8.5,25.5,-28.93137364974245,-0.8861570719163865,-6.78976487647742,1,Done,BTBT_theta=25.5_a=6.7_b=8.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,6.1,26.5,-39.55534385424107,-4.476995195494965,-7.650338365812786,2,Done,BTBT_theta=26.5_a=7.9_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,12.2,26.5,-35.12769604474306,-10.43007588852197,-3.5668860669247806,1,Done,BTBT_theta=26.5_a=4.1_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.1,9.2,27.0,-27.6963335685432,-1.7042293085251004,-6.071968737873249,2,Done,BTBT_theta=27.0_a=6.1_b=9.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,8.5,26.0,-28.911883189808577,-0.9960152476560324,-6.729963173624128,1,Done,BTBT_theta=26.0_a=6.6_b=8.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,9.1,26.5,-27.993547406047583,-1.367319189477712,-6.31472725677304,2,Done,BTBT_theta=26.5_a=6.3_b=9.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,8.5,25.5,-28.861330985091627,-0.8049259022809565,-6.812869795132428,1,Done,BTBT_theta=25.5_a=6.8_b=8.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,6.4,27.0,-39.15973644983024,-4.339344601612538,-7.6202618116512895,2,Done,BTBT_theta=27.0_a=7.9_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.0,6.5,27.0,-38.21962606813759,-4.161809472599998,-7.474001780734397,1,Done,BTBT_theta=27.0_a=8.0_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,12.3,26.5,-35.01326332055032,-10.43007588852197,-3.538277885876596,2,Done,BTBT_theta=26.5_a=4.1_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,9.1,26.5,-28.00985011458397,-1.2372677423991263,-6.383828657446429,2,Done,BTBT_theta=26.5_a=6.4_b=9.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,8.5,26.0,-29.009536296129227,-0.9036771508399396,-6.800545498612337,1,Done,BTBT_theta=26.0_a=6.7_b=8.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,9.2,27.0,-27.907929940149188,-1.5407504034228623,-6.206607283325866,2,Done,BTBT_theta=27.0_a=6.2_b=9.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,8.6,25.5,-28.58138622296974,-0.8049259022809565,-6.742883604601957,1,Done,BTBT_theta=25.5_a=6.8_b=8.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,12.4,26.5,-34.85319807147607,-10.43007588852197,-3.4982615736080334,2,Done,BTBT_theta=26.5_a=4.1_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,9.2,26.5,-27.788213583175093,-1.2372677423991263,-6.32841952459421,2,Done,BTBT_theta=26.5_a=6.4_b=9.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,6.5,27.0,-38.6693248343654,-4.161809472599998,-7.58642647229135,1,Done,BTBT_theta=27.0_a=7.9_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,8.5,26.0,-28.94027174264193,-0.8210152587853372,-6.824560306267813,1,Done,BTBT_theta=26.0_a=6.8_b=8.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,9.2,27.0,-27.96288726618513,-1.3935679330024868,-6.29393785004504,2,Done,BTBT_theta=27.0_a=6.3_b=9.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,9.3,26.5,-27.52315335907042,-1.2372677423991263,-6.262154468568042,2,Done,BTBT_theta=26.5_a=6.4_b=9.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,8.7,25.5,-28.270994676742703,-0.8049259022809565,-6.665285718045197,1,Done,BTBT_theta=25.5_a=6.8_b=8.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.1,26.5,-35.473818010184914,-10.950187552021816,-3.3933607265353203,2,Done,BTBT_theta=26.5_a=3.9_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,8.6,26.0,-28.661079993471503,-0.8210152587853372,-6.754762368975207,1,Done,BTBT_theta=26.0_a=6.8_b=8.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,6.6,27.0,-38.07674204045907,-3.959682226646692,-7.539344396791421,1,Done,BTBT_theta=27.0_a=7.9_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,9.3,27.0,-27.773178443312645,-1.3935679330024868,-6.246510644326918,2,Done,BTBT_theta=27.0_a=6.3_b=9.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,9.0,26.5,-28.07123314309865,-1.367319189477712,-6.334148691035807,2,Done,BTBT_theta=26.5_a=6.3_b=9.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,12.1,26.5,-35.60813025152311,-10.814093183493242,-3.494985971134156,2,Done,BTBT_theta=26.5_a=4.0_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,8.4,25.5,-28.898366623558104,-0.9769201180897652,-6.736131596844643,1,Done,BTBT_theta=25.5_a=6.6_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,8.7,26.0,-28.35043744323775,-0.8210152587853372,-6.677101731416769,1,Done,BTBT_theta=26.0_a=6.8_b=8.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.0,6.4,27.0,-38.76779370382428,-4.339344601612538,-7.522276125149801,1,Done,BTBT_theta=27.0_a=8.0_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,9.4,27.0,-27.535126249771565,-1.3935679330024868,-6.186997595941648,2,Done,BTBT_theta=27.0_a=6.3_b=9.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,9.0,26.5,-28.18422259343788,-1.2372677423991263,-6.427421777159907,2,Done,BTBT_theta=26.5_a=6.4_b=9.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,12.1,26.5,-35.19007053831592,-10.43007588852197,-3.582479690317996,2,Done,BTBT_theta=26.5_a=4.1_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,8.4,25.5,-29.09698608983308,-0.8861570719163865,-6.831167986500077,1,Done,BTBT_theta=25.5_a=6.7_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,8.4,26.0,-28.970919331535697,-0.9960152476560324,-6.744722209055908,1,Done,BTBT_theta=26.0_a=6.6_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.2,9.1,27.0,-27.940334557089955,-1.5407504034228623,-6.2147084375610575,2,Done,BTBT_theta=27.0_a=6.2_b=9.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.0,6.6,27.0,-37.57902621012181,-3.959682226646692,-7.414915439207107,1,Done,BTBT_theta=27.0_a=8.0_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,9.0,26.5,-28.14632099075243,-1.120538332266733,-6.476311081554741,2,Done,BTBT_theta=26.5_a=6.5_b=9.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,12.5,27.0,-32.50174239696935,-9.723386676982043,-3.2637422607513145,2,Done,BTBT_theta=27.0_a=3.7_b=12.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.6,27.0,-34.37888836115599,-10.606174019863827,-3.291635080357082,1,Done,BTBT_theta=27.0_a=3.8_b=12.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,8.4,25.5,-29.108293819241226,-0.8049259022809565,-6.874610503669828,1,Done,BTBT_theta=25.5_a=6.8_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,8.4,26.0,-29.1715844781138,-0.9036771508399396,-6.84105754410848,2,Done,BTBT_theta=26.0_a=6.7_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,9.1,26.5,-27.8912507253699,-1.120538332266733,-6.412543515209109,2,Done,BTBT_theta=26.5_a=6.5_b=9.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.3,9.1,27.0,-28.09973464719951,-1.3935679330024868,-6.3281496952986345,1,Done,BTBT_theta=27.0_a=6.3_b=9.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,6.4,27.0,-38.25348650664091,-4.339344601612538,-7.393699325853959,2,Done,BTBT_theta=27.0_a=8.1_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
